Date;BAJAJ-AUTO;EICHERMOT;HEROMOTOCO;M&M;MARUTI;TATAMOTORS;AXISBANK;HDFCBANK;ICICIBANK;INDUSINDBK;KOTAKBANK;SBIN;YESBANK;GRASIM;ULTRACEMCO;UPL;LT;ASIANPAINT;HINDUNILVR;ITC;TITAN;BPCL;GAIL;HINDPETRO;IOC;ONGC;RELIANCE;NTPC;POWERGRID;BAJAJFINSV;BAJFINANCE;HDFC;IBULHSGFIN;HCLTECH;INFY;TCS;TECHM;WIPRO;ZEEL;COALINDIA;HINDALCO;TATASTEEL;VEDL;CIPLA;DRREDDY;LUPIN;SUNPHARMA;ADANIPORTS;BHARTIARTL;ABB;ACC;ABCAPITAL;AMBUJACEM;ASHOKLEY;AUROPHARMA;DMART;BANKBARODA;BEL;BHEL;BOSCHLTD;BRITANNIA;CADILAHC;COLPAL;CONCOR;CUMMINS;DABUR;DLF;EMAMI;GICRE;GODREJCP;HAVELLS;HINDZINC;ICICIPRULI;IDEA;INDIGO;JSWSTEEL;L&TFH;LICHSGFIN;MARICO;MOTHERSUMI;MRF;NHPC;NMDC;OIL;OFSS;PETRONET;PIDILITIND;PEL;PFC;PGHH;PNB;RECLTD;SAIL;SBILIFE;SHREECEM;SRTRANSFIN;SIEMENS;SUNTV;MCDOWELL-N
2015-06-16;;18451.8;2543.2;;3789.6;432.8;551.15;1008.4;302.05;821.55;1289.15;254.6;815.5;3370.65;2744.75;519.2;1677.4;704.95;834.95;298.95;347.15;820.5;398.8;702.95;356.8;304.45;903.95;137.65;144.1;1495.0;4700.15;1199.05;556.85;906.3;999.35;2512.0;551.45;540.3;345.0;397.35;115.0;294.45;178.5;590.35;3286.6;1691.65;840.1;313.2;414.3;1261.25;1387.5;;219.55;64.95;1314.0;;142.0;3260.3;245.6;20306.35;2611.65;1750.15;1936.35;1687.8;;256.55;107.9;;;1125.2;271.1;164.6;;168.45;;839.95;;402.4;407.65;485.05;32401.25;19.0;118.65;466.95;3617.6;175.25;525.85;927.2;264.15;6225.65;132.7;272.45;59.9;;10227.95;823.05;1316.3;310.2;
2015-06-17;;19288.9;2522.3;;3808.75;433.7;549.25;1004.7;301.35;818.2;1295.05;255.1;817.1;3366.3;2796.55;532.3;1710.85;710.65;862.05;301.1;353.95;810.45;400.0;693.9;351.65;306.0;931.2;137.0;141.8;1500.3;4776.2;1200.9;580.55;906.3;995.7;2513.8;549.15;546.55;351.1;398.1;118.55;305.05;172.65;612.9;3347.2;1731.7;843.9;311.0;422.3;1315.35;1410.6;;222.05;65.65;1335.3;;140.65;3302.5;240.8;20848.3;2758.4;1793.7;1959.75;1672.7;;265.45;108.55;;;1125.9;270.45;165.15;;170.45;;867.55;;415.3;420.85;484.4;33032.55;19.1;117.95;463.7;3754.65;176.75;533.15;940.0;266.85;6322.75;132.45;274.05;61.2;;10617.45;831.05;1321.25;312.1;
2015-06-18;;19495.65;2526.3;;3861.1;445.45;550.05;1019.6;303.35;825.55;1307.4;258.1;824.65;3366.55;2798.7;525.05;1717.15;728.95;862.6;301.9;358.8;833.8;399.45;714.55;374.5;312.85;978.95;136.6;141.95;1517.45;4902.9;1213.3;596.4;913.75;1001.95;2530.05;541.2;556.1;347.0;394.55;120.0;303.7;173.2;607.05;3377.45;1794.85;856.05;311.0;426.45;1311.3;1413.75;;222.15;68.45;1345.95;;138.65;3368.4;243.25;21096.0;2684.3;1784.85;1958.0;1674.2;;267.7;106.9;;;1122.0;277.75;164.95;;174.1;;884.2;;428.6;422.45;490.0;33006.35;19.15;117.65;466.0;3760.1;178.75;542.45;955.35;260.95;6360.7;131.5;272.6;61.1;;10702.65;873.15;1364.15;309.5;
2015-06-19;;19445.15;2551.45;;3937.35;433.05;551.55;1030.5;304.55;834.7;1328.15;260.15;829.9;3384.2;2802.75;521.5;1716.1;740.0;857.7;305.0;358.2;835.65;396.05;733.05;382.45;319.15;996.65;136.05;140.0;1517.65;5158.05;1236.85;597.8;918.2;995.35;2549.55;544.15;561.55;340.1;393.65;120.8;304.95;174.85;606.65;3384.75;1816.8;845.95;304.6;434.0;1327.1;1425.15;;226.6;69.75;1360.8;;142.1;3405.9;241.25;21108.25;2705.45;1793.2;1961.5;1664.0;;269.3;106.5;;;1121.45;285.55;167.3;;175.5;;905.7;;439.75;439.15;493.9;33225.35;19.75;119.15;471.2;3719.55;181.2;554.15;927.55;266.2;6389.2;133.8;281.35;60.45;;10863.3;885.1;1371.55;333.9;
2015-06-22;;19404.85;2581.55;;3980.65;440.5;572.15;1047.15;315.05;839.25;1357.9;266.0;859.4;3398.65;2804.0;546.2;1732.5;747.7;873.45;310.4;366.25;846.15;401.4;734.75;382.95;318.4;991.7;137.0;141.3;1517.0;5386.3;1271.55;607.35;931.55;1023.85;2591.5;551.45;560.2;345.35;399.7;121.2;310.65;176.55;613.5;3425.9;1806.2;856.9;311.05;424.5;1336.75;1427.45;;228.45;70.35;1371.95;;146.4;3404.7;246.65;21745.4;2783.7;1771.35;1963.5;1716.15;;270.2;114.6;;;1157.35;286.25;168.05;;175.2;;905.1;;459.75;449.95;499.05;33811.5;19.6;119.6;470.7;3746.7;181.7;550.5;929.75;271.2;6433.55;138.05;286.05;62.6;;11014.9;891.25;1376.75;333.15;
2015-06-23;;19276.8;2517.4;;4017.15;436.0;571.3;1052.1;313.5;833.6;1380.45;267.75;866.4;3433.8;2895.9;559.45;1766.55;756.5;875.7;314.55;357.25;860.85;403.8;737.4;398.0;318.9;995.0;139.25;139.4;1525.6;5319.1;1285.2;599.85;927.45;1000.4;2574.6;553.6;557.4;345.55;415.4;121.6;313.05;176.45;630.35;3443.35;1771.25;857.7;316.05;430.3;1341.05;1447.15;;230.65;71.55;1395.95;;150.3;3394.4;243.8;22062.95;2738.7;1730.15;1957.25;1675.45;;269.75;117.5;;;1144.25;290.95;172.7;;174.9;;908.05;;452.75;445.4;499.9;34227.45;19.65;118.55;473.45;3767.8;185.75;550.05;926.7;277.6;6498.65;143.2;288.85;63.0;;10933.85;899.9;1391.7;322.0;
2015-06-24;;19123.5;2521.0;;4009.3;430.6;571.5;1045.8;317.75;844.5;1383.8;262.35;860.05;3400.3;2852.35;541.45;1753.25;753.65;896.55;313.65;356.6;848.4;399.25;725.85;389.85;317.9;990.9;136.8;139.85;1501.9;5253.7;1283.9;599.35;938.1;995.1;2570.3;545.3;565.4;355.2;412.3;117.25;304.55;176.1;621.75;3434.55;1805.2;871.1;311.55;424.95;1320.75;1410.65;;227.0;69.75;1443.25;;145.9;3362.15;254.1;21990.65;2692.65;1749.7;2002.3;1668.75;;273.5;114.45;;;1162.6;287.1;169.25;;174.4;;893.15;;455.9;459.6;511.75;33807.5;19.75;117.7;471.35;3767.1;184.5;544.45;921.6;275.75;6408.85;138.05;288.2;61.85;;10923.0;891.8;1358.0;293.15;
2015-06-25;;19483.7;2552.1;;4031.5;432.4;570.05;1065.0;314.8;867.15;1406.6;264.8;858.65;3405.85;2862.0;557.95;1809.75;750.2;883.25;312.35;352.85;858.35;412.75;726.85;388.5;312.95;1004.55;135.6;141.3;1511.2;5384.9;1308.85;607.55;926.1;990.45;2550.0;529.8;552.15;358.55;411.35;118.0;302.7;179.6;610.75;3485.45;1832.0;866.1;312.55;426.7;1366.25;1407.75;;226.6;69.9;1434.15;;145.0;3368.9;256.0;21914.05;2693.6;1727.35;1988.1;1690.05;;276.75;118.2;;;1156.7;282.8;168.55;;173.5;;907.55;;457.15;449.75;516.25;33760.35;20.05;117.8;469.55;3775.4;190.55;554.8;937.7;272.8;6464.55;138.2;285.2;62.8;;11030.45;878.95;1370.25;290.85;
2015-06-26;;19561.65;2539.2;;4069.95;437.6;565.5;1062.85;311.7;869.4;1380.3;265.2;850.75;3397.15;2914.7;559.05;1780.7;750.25;887.95;307.95;360.15;862.05;399.5;731.05;384.5;313.2;1000.7;137.7;139.1;1500.6;5435.75;1287.85;616.4;957.25;1005.25;2592.8;521.8;558.65;359.25;411.4;117.0;298.65;174.85;619.3;3530.1;1841.6;867.2;311.2;417.95;1354.8;1420.85;;227.0;71.35;1431.6;;144.55;3443.55;250.95;21805.0;2743.9;1741.25;2010.35;1671.7;;275.7;120.0;;;1199.1;287.2;170.0;;172.3;;892.45;;450.75;448.8;514.25;33742.65;19.85;118.0;463.85;3749.25;189.85;563.4;930.8;267.5;6565.55;135.9;283.4;62.45;;11031.6;883.2;1369.55;289.4;
2015-06-29;;19298.25;2535.75;;3993.3;428.25;562.7;1056.65;311.2;859.6;1368.45;259.65;837.55;3372.25;2904.9;538.15;1790.55;736.7;900.4;309.95;358.85;871.85;397.15;729.1;384.75;309.05;990.85;138.65;139.5;1514.55;5455.35;1285.5;610.4;928.4;990.15;2592.9;483.35;552.4;356.15;407.7;112.85;296.3;172.7;610.95;3521.15;1832.25;849.55;306.65;413.9;1320.9;1411.75;;227.45;70.95;1403.3;;144.1;3333.0;247.25;21698.3;2700.35;1715.65;1998.75;1678.15;;275.9;117.0;;;1204.35;281.7;169.4;;170.15;;871.45;;451.4;434.35;508.5;33229.45;19.6;117.6;448.55;3703.45;188.85;555.1;931.55;258.4;6512.05;137.55;273.35;60.1;;11123.1;868.65;1330.4;280.0;
2015-06-30;;19586.7;2523.5;;4023.35;434.15;558.95;1067.15;308.0;872.7;1385.8;262.75;843.85;3442.45;2993.45;535.6;1782.8;755.35;916.7;315.15;366.3;879.35;392.2;729.15;385.4;309.6;1000.1;137.65;139.1;1532.1;5443.4;1296.45;622.45;919.75;984.35;2550.95;477.8;546.7;367.9;421.25;111.9;304.6;174.15;615.4;3559.45;1886.05;874.6;307.9;420.05;1324.3;1444.55;;229.9;72.55;1452.0;;144.15;3366.3;247.9;21852.3;2762.95;1796.65;2039.75;1677.95;;280.1;116.9;;;1237.2;282.65;167.1;;176.15;;872.25;;450.9;449.65;518.7;34230.85;19.6;118.7;446.8;3780.1;187.0;550.4;928.05;256.0;6835.0;138.8;275.15;61.45;;11341.05;853.45;1348.85;282.5;
2015-07-01;;20352.35;2520.6;;4031.7;444.5;578.65;1072.35;312.2;875.55;1408.25;267.75;867.05;3516.5;3057.95;547.2;1811.7;760.8;918.3;313.6;361.9;887.95;390.15;738.55;391.65;313.9;1005.65;138.3;142.35;1557.6;5498.2;1292.7;630.2;944.05;997.4;2593.1;486.15;552.75;363.8;425.5;113.05;306.95;176.0;634.9;3573.6;1874.6;873.1;311.3;424.45;1328.35;1465.75;;238.15;74.1;1464.4;;150.3;3412.95;257.7;22039.35;2731.55;1824.55;2055.2;1718.7;;282.5;117.4;;;1205.65;287.6;167.75;;178.9;;891.5;;452.6;447.55;524.55;34756.35;19.65;118.2;449.25;3846.3;192.8;554.7;932.1;259.25;6770.4;140.8;280.05;64.45;;11392.65;890.65;1383.3;280.2;
2015-07-02;;21257.7;2528.3;;3993.4;436.4;584.0;1058.2;313.0;869.75;1435.35;267.85;869.7;3470.1;3057.7;548.9;1800.35;762.9;923.45;315.05;355.25;900.0;386.55;780.65;412.4;310.0;1010.85;137.65;141.5;1602.3;5450.6;1285.2;667.25;954.5;988.0;2577.75;479.3;555.75;369.1;424.05;111.05;304.35;173.55;626.35;3547.7;1870.15;871.1;316.05;433.15;1361.3;1471.55;;239.85;73.95;1415.35;;150.0;3416.45;255.8;23014.85;2746.25;1838.0;2041.3;1742.55;;278.25;116.8;;;1194.45;286.75;164.15;;182.65;;886.15;;451.7;444.3;528.4;34807.9;19.55;117.65;454.15;3926.35;190.2;544.65;955.55;257.3;6683.2;141.55;280.7;64.8;;11148.65;927.95;1412.85;283.1;
2015-07-03;;20275.6;2576.65;;3998.9;433.15;585.95;1074.25;314.55;893.5;1428.85;269.4;871.35;3506.75;3064.65;547.4;1807.3;772.7;924.5;315.6;357.3;902.85;385.25;771.9;417.2;309.2;1007.2;138.85;141.5;1682.0;5561.1;1316.05;654.5;964.9;990.3;2603.9;471.6;549.55;369.4;417.5;110.6;301.2;170.55;631.55;3587.75;1900.95;871.0;320.8;435.1;1395.45;1480.4;;242.35;72.7;1419.1;;150.8;3417.95;259.1;22988.3;2770.7;1839.25;2050.3;1741.65;;285.55;116.0;;;1222.55;283.35;161.65;;181.2;;868.95;;447.75;434.05;527.5;34860.8;19.6;117.75;452.75;3878.0;192.7;545.35;966.05;261.3;6592.75;142.3;285.25;63.15;;10925.35;906.7;1428.35;282.65;
2015-07-06;;20334.3;2613.4;;3987.95;431.1;584.2;1083.5;315.15;899.3;1443.9;270.8;869.55;3560.75;3102.25;558.6;1816.05;783.55;927.45;318.4;355.85;930.85;386.3;800.0;426.4;308.25;1015.55;138.0;140.0;1719.25;5564.25;1317.6;663.0;969.95;983.3;2633.3;464.55;550.05;373.7;419.75;109.05;299.0;163.4;653.7;3716.7;1918.5;878.9;320.1;433.1;1402.15;1504.95;;245.75;73.7;1448.25;;153.15;3383.7;260.0;23204.2;2785.65;1829.55;2043.15;1758.95;;286.4;117.6;;;1212.85;287.05;161.35;;180.85;;881.25;;444.6;441.95;522.85;34837.6;19.4;115.55;449.9;3911.95;190.8;540.5;963.55;261.45;6566.85;143.9;288.35;63.85;;11079.25;901.7;1442.25;287.4;
2015-07-07;;20362.55;2563.75;;3972.15;431.55;586.2;1086.85;312.6;898.95;1425.6;272.9;862.0;3573.35;3161.5;552.9;1811.35;824.6;924.35;317.35;361.05;932.35;384.45;824.5;427.1;304.95;1003.25;134.45;138.6;1766.0;5558.0;1337.3;654.25;936.3;980.5;2616.25;471.4;553.8;367.6;428.9;107.15;298.2;158.55;646.5;3739.95;1908.4;885.35;333.05;431.85;1395.4;1500.1;;245.8;72.95;1449.0;;153.65;3452.85;259.0;22927.5;2787.5;1840.95;2060.6;1794.05;;288.4;119.2;;;1214.4;299.25;161.4;;181.0;;876.5;;447.65;439.4;514.55;35102.2;19.4;115.65;445.8;3896.4;191.7;565.95;971.55;257.9;6692.6;145.1;284.95;63.2;;10982.95;940.7;1450.1;286.9;
2015-07-08;;20482.55;2549.9;;3949.0;404.95;576.65;1068.85;307.55;892.4;707.1;267.35;797.5;3509.75;3115.25;533.3;1806.45;802.25;927.65;312.95;354.95;916.1;372.4;823.15;429.35;302.95;996.6;133.0;138.0;1759.15;5225.9;1290.05;632.05;933.0;957.5;2595.1;470.3;552.75;355.85;417.15;101.85;283.15;145.7;646.2;3720.85;1877.65;871.3;320.65;430.3;1423.3;1467.7;;241.0;71.25;1443.9;;151.35;3409.1;255.7;22627.6;2791.9;1882.95;2043.8;1780.85;;286.6;116.5;;;1166.15;301.6;158.15;;180.0;;848.8;;438.85;438.75;504.35;34928.05;19.6;112.7;429.5;3881.15;187.15;562.85;975.05;255.35;6592.2;142.45;281.15;59.4;;11095.85;947.6;1423.45;279.2;
2015-07-09;;20641.2;2604.75;;3935.65;397.8;571.7;1074.05;309.5;893.0;705.2;267.75;799.8;3516.65;3103.05;516.8;1848.9;796.95;921.55;310.6;359.7;866.65;367.15;805.05;418.4;298.7;987.4;131.1;137.0;1708.75;5021.35;1285.3;620.85;917.45;938.0;2522.5;474.3;544.9;353.0;417.15;104.0;280.5;138.9;641.15;3732.05;1886.15;872.4;315.15;433.9;1389.65;1485.05;;242.15;71.2;1449.8;;152.95;3427.45;264.3;22847.65;2823.9;1901.4;2021.75;1800.3;;287.1;116.85;;;1144.45;298.25;160.3;;179.85;;839.0;;452.2;428.7;502.6;35166.3;19.4;113.95;421.8;3798.05;186.15;546.4;951.1;257.05;6515.75;143.9;285.65;59.8;;11105.35;928.95;1443.25;278.2;
2015-07-10;;20765.05;2571.55;;3934.4;401.9;578.1;1090.75;313.15;894.95;709.4;270.55;809.85;3596.5;3129.8;518.7;1876.4;795.3;900.25;309.9;355.8;881.75;360.9;804.25;420.3;293.9;1001.8;129.85;138.65;1725.2;5024.7;1283.35;631.75;925.65;937.5;2474.35;474.0;548.65;361.15;419.95;104.6;280.9;146.2;648.0;3750.5;1871.15;901.55;317.1;419.3;1375.25;1472.2;;241.95;71.65;1452.85;;156.45;3439.25;268.6;23072.55;2839.05;1892.7;1988.9;1718.45;;282.25;114.65;;;1169.3;297.55;158.8;;174.9;;829.9;;455.6;430.1;504.05;35199.85;18.95;114.2;438.9;3781.75;188.25;545.5;940.55;257.75;6410.65;145.1;284.15;59.1;;10971.85;939.6;1440.95;275.25;
2015-07-13;;21160.15;2600.2;;4035.25;402.1;581.95;1096.15;316.4;923.95;715.0;273.7;814.5;3632.1;3163.8;521.3;1857.7;817.65;910.7;314.6;357.3;909.3;372.75;820.9;424.7;290.6;1007.0;133.1;140.0;1728.65;5095.35;1323.75;633.0;960.85;950.15;2509.55;475.8;559.65;373.75;419.95;106.65;284.45;147.55;661.25;3758.15;1889.3;915.5;321.4;423.7;1393.3;1475.05;;247.85;72.75;1494.1;;156.35;3449.9;269.35;23497.25;2845.6;1928.85;2007.8;1724.35;;286.45;115.4;;;1180.5;297.6;159.65;;174.95;;834.8;;463.15;438.6;528.5;35714.5;19.05;115.05;440.05;3846.45;190.2;551.25;953.8;262.1;6440.3;145.05;286.55;58.35;;11185.95;924.6;1461.7;277.65;
2015-07-14;;20773.9;2638.7;;4050.65;385.95;583.9;1091.85;313.45;924.05;710.7;268.2;812.0;3625.3;3138.0;522.5;1857.55;822.7;927.3;312.3;359.85;926.95;373.1;848.8;438.85;289.7;997.8;133.1;140.2;1738.45;5082.25;1318.4;639.35;954.95;971.25;2499.5;476.9;565.4;374.5;434.15;104.6;281.15;145.25;665.95;3772.95;1916.3;919.4;315.9;422.3;1383.75;1478.45;;252.35;74.25;1512.75;;155.8;3490.25;273.15;23544.2;2831.3;1913.45;2006.15;1761.15;;296.15;114.4;;;1203.55;299.15;160.5;;175.65;;831.05;;461.1;439.45;523.6;35486.1;18.95;114.9;438.35;3817.5;194.15;549.4;971.8;261.05;6425.35;144.7;285.0;58.0;;11090.1;907.45;1472.75;279.05;
2015-07-15;;20718.35;2658.25;;4152.15;394.3;584.0;1096.7;314.65;927.15;712.3;268.05;804.3;3686.5;3200.05;526.75;1869.4;837.85;929.0;314.0;350.75;917.65;373.75;849.0;432.8;291.2;1011.15;133.15;139.75;1767.9;5157.75;1340.15;634.1;948.15;984.0;2545.75;479.95;577.75;375.6;436.65;105.55;280.4;145.5;670.6;3815.0;1942.95;929.75;319.65;422.95;1404.75;1496.95;;255.2;74.45;1506.15;;156.4;3522.95;273.55;23449.4;2832.9;1947.4;2013.05;1776.0;;292.2;116.7;;;1202.1;299.7;163.6;;176.65;;824.6;;457.8;438.35;519.35;35646.8;19.05;114.9;443.25;3823.6;193.85;550.95;975.25;259.3;6360.65;143.55;280.25;57.5;;11244.9;887.8;1473.7;267.25;
2015-07-16;;21078.75;2649.3;;4178.15;395.25;608.65;1114.7;317.1;932.3;741.25;272.2;830.35;3674.75;3175.05;536.45;1868.05;848.05;936.85;317.95;350.65;938.0;372.0;868.85;441.95;291.6;1023.7;134.7;139.6;1740.8;5248.9;1359.7;656.55;956.55;989.05;2540.2;491.8;575.3;382.2;438.3;106.7;280.8;143.65;679.8;3866.5;1954.8;941.35;326.9;424.65;1428.7;1496.9;;254.3;74.4;1517.25;;155.55;3658.3;280.2;23715.85;2842.1;2009.35;2043.95;1877.75;;291.2;116.05;;;1208.45;301.2;164.3;;179.2;;868.4;;463.2;440.65;523.05;36101.3;19.05;113.45;445.05;3826.9;192.6;560.6;972.95;269.1;6434.85;144.0;296.35;57.7;;11575.65;889.15;1479.9;269.85;
2015-07-17;;21100.65;2649.4;;4193.0;398.05;602.1;1110.55;317.45;935.85;733.15;271.1;824.55;3696.9;3223.6;533.95;1871.6;825.4;924.3;322.3;348.95;939.65;371.8;868.6;439.0;292.8;1021.7;135.55;141.2;1719.85;5178.85;1326.65;668.8;955.4;1001.85;2564.4;502.15;568.35;377.3;430.15;107.2;284.05;145.55;685.2;3877.05;1973.0;947.65;329.3;425.85;1412.25;1486.0;;250.6;75.15;1515.7;;156.25;3648.6;286.55;23758.3;2878.45;1986.4;2030.55;1844.75;;292.05;114.2;;;1239.85;307.7;164.25;;181.4;;858.3;;475.05;439.95;528.8;36217.7;19.1;113.7;442.95;3845.1;189.85;560.4;975.65;266.05;6429.4;144.8;293.05;58.2;;11687.25;898.6;1495.15;267.75;
2015-07-20;;21248.05;2661.9;;4176.05;390.75;599.9;1115.25;315.8;947.45;736.6;267.45;817.95;3769.1;3353.85;546.6;1867.3;852.3;913.1;320.5;345.15;963.4;370.5;878.15;445.1;291.85;1024.75;135.7;140.2;1703.3;5171.5;1315.35;679.0;946.65;1001.25;2579.15;500.8;568.6;378.65;425.45;109.4;283.55;143.2;683.1;3930.25;1978.25;948.0;328.8;429.45;1394.25;1455.1;;251.35;77.65;771.05;;152.95;3653.15;282.35;23860.9;2881.9;2000.65;2039.55;1857.85;;299.2;108.7;;;1225.45;310.15;166.4;;184.1;;852.1;;476.8;436.65;536.45;36598.5;19.05;113.65;439.6;3870.05;192.75;560.85;973.95;267.15;6443.25;141.3;290.7;57.7;;11409.7;890.25;1489.5;264.7;
2015-07-21;;21348.35;2687.25;;4152.85;389.1;584.65;1098.05;311.45;938.35;720.65;264.3;807.65;3670.6;3223.9;543.0;1844.95;816.05;891.3;313.4;339.75;952.2;365.0;872.35;438.65;281.25;1007.8;135.6;140.0;1686.2;5106.75;1311.6;665.0;974.8;1112.65;2561.4;509.4;576.6;387.2;428.65;108.1;274.7;136.35;662.5;3853.15;1885.3;805.25;322.65;445.25;1389.9;1439.6;;242.1;79.3;749.9;;150.7;3625.45;283.65;23528.0;2875.15;1884.65;2050.1;1782.65;;302.25;106.6;;;1219.45;297.45;165.95;;182.15;;836.05;;465.15;428.85;529.3;36154.85;19.2;113.65;439.35;3827.45;191.15;545.2;959.85;257.5;6362.3;137.9;282.65;56.75;;11260.3;878.45;1453.35;262.4;
2015-07-22;;21109.7;2711.0;;4191.15;389.55;589.85;1114.4;316.8;956.9;728.65;268.55;823.1;3738.35;3258.15;546.15;1854.45;843.3;920.5;314.5;338.0;972.05;369.25;901.8;447.8;284.85;1050.4;137.55;142.8;1677.0;5131.3;1345.75;713.55;983.05;1103.15;2528.05;510.15;584.6;407.25;432.35;107.7;280.4;136.1;674.6;3847.75;1823.95;834.55;324.5;439.4;1390.15;1437.2;;246.55;81.35;752.3;;152.7;3662.25;284.95;23862.85;2856.9;1987.05;2072.5;1743.7;;298.6;106.6;;;1220.1;300.1;164.05;;179.0;;859.05;;486.3;430.4;523.2;36358.45;19.05;114.5;436.3;3855.7;195.55;548.4;939.4;263.35;6366.25;139.05;292.2;58.0;;10760.4;880.0;1468.75;258.05;
2015-07-23;;20538.2;2717.6;;4234.05;401.35;583.75;1107.9;312.9;949.8;720.35;270.05;820.35;3700.3;3239.15;541.3;1831.05;846.5;904.25;315.1;337.05;970.3;370.2;904.35;454.65;283.85;1045.3;138.35;142.25;1729.6;5140.2;1350.55;717.05;970.05;1098.0;2488.6;500.05;589.05;395.25;431.5;108.7;269.9;135.5;673.2;3913.4;1728.25;828.85;331.35;432.9;1409.75;1424.4;;244.45;82.1;748.7;;152.75;3758.8;284.65;23625.35;2850.05;1954.85;2071.05;1654.7;;298.45;107.8;;;1235.7;304.25;165.9;;178.0;;859.5;;497.0;432.05;349.55;38094.25;18.95;114.5;442.0;3935.75;200.35;548.45;933.75;260.1;6367.95;139.65;289.5;58.9;;10871.8;879.25;1454.7;274.15;
2015-07-24;;20113.85;2740.4;;4234.2;390.25;580.45;1107.85;300.6;955.85;724.7;263.25;808.15;3672.9;3204.4;536.5;1802.35;849.0;906.8;314.55;340.1;965.55;361.1;913.3;457.45;282.85;1025.05;138.0;142.05;1726.9;5170.1;1358.75;728.05;952.65;1087.6;2505.15;511.05;566.75;391.05;426.05;109.35;265.05;132.45;678.1;3908.9;1672.1;836.2;323.9;433.9;1370.0;1408.8;;240.15;80.5;734.75;;155.75;3671.35;280.35;23255.1;2895.1;1919.05;2059.5;1628.15;;296.55;103.2;;;1229.0;298.05;164.0;;178.75;;845.45;;494.9;434.85;340.45;38531.55;18.9;113.45;446.05;3868.0;196.35;544.95;927.45;259.55;6295.8;139.0;285.05;58.15;;10949.35;879.65;1441.0;279.7;
2015-07-27;;19347.95;2605.05;;4178.1;377.45;555.8;1095.85;291.1;938.3;715.0;258.45;785.3;3681.75;3134.1;536.85;1743.35;853.15;900.1;311.65;335.9;954.45;354.0;920.45;455.7;271.5;1005.35;134.2;140.4;1716.55;5228.2;1336.0;745.75;937.1;1065.3;2497.05;519.55;561.65;393.0;423.6;104.4;250.75;128.5;675.35;3854.85;1617.55;823.7;313.95;417.95;1313.65;1369.25;;234.05;80.9;738.8;;152.3;3681.5;272.0;23097.9;2932.0;1914.5;2056.95;1593.0;;296.35;101.2;;;1228.1;283.05;163.7;;171.95;;813.95;;479.3;427.65;329.7;38986.1;18.7;110.65;437.95;3898.5;189.35;538.65;923.4;254.25;6209.65;135.15;283.15;56.55;;10785.65;848.2;1384.2;292.35;
2015-07-28;;19499.4;2531.5;;4196.95;370.1;561.25;1108.5;285.0;949.85;729.4;259.2;794.95;3675.75;3127.7;526.15;1758.95;835.15;904.75;311.2;341.1;944.95;351.95;935.3;446.0;269.85;1010.25;137.05;141.35;1730.25;5339.35;1304.4;751.6;923.35;1062.85;2502.05;523.55;556.65;392.1;420.85;105.5;249.25;128.65;671.9;3749.1;1609.35;820.15;313.45;410.0;1320.7;1359.15;;230.2;83.3;725.15;;153.85;3751.6;278.9;23002.4;2976.05;1924.1;2055.75;1572.95;;294.45;95.4;;;1202.3;275.4;156.35;;169.0;;809.75;;492.0;418.9;332.3;39286.1;18.75;105.25;429.55;3925.25;187.35;542.25;888.9;245.65;6191.6;141.85;276.0;58.0;;10802.65;842.55;1380.8;275.0;
2015-07-29;;19246.25;2569.85;;4273.7;376.45;567.2;1108.35;289.25;953.6;725.95;253.6;816.1;3656.65;3136.5;526.7;1790.3;846.85;899.2;304.0;338.55;949.3;346.6;930.55;448.1;269.75;996.0;135.5;140.0;1813.65;5439.55;1312.05;744.7;951.35;1085.4;2506.75;525.55;564.85;400.5;420.15;106.55;250.55;130.4;679.55;3712.35;1640.1;829.75;314.7;417.65;1369.8;1369.95;;233.55;84.9;731.15;;153.2;3929.7;283.6;24072.2;2968.25;1879.4;2078.05;1619.75;;290.6;101.55;;;1248.65;273.2;158.65;;169.95;;813.05;;488.65;430.45;339.1;39504.85;18.9;104.5;421.8;3968.0;189.45;559.25;928.65;243.75;6247.8;137.65;273.35;58.45;;11054.1;852.6;1450.8;303.65;
2015-07-30;;19027.95;2580.35;;4296.45;377.45;565.7;1110.55;291.0;973.7;716.8;256.8;812.5;3720.8;3160.35;519.3;1773.75;857.55;920.7;315.95;338.8;947.2;347.8;938.95;445.9;270.9;1000.15;135.85;142.4;1833.15;5440.6;1335.8;730.55;957.9;1070.0;2480.65;524.35;562.0;399.7;420.35;104.7;248.15;129.85;711.05;3913.1;1626.85;814.25;318.35;416.95;1377.35;1371.15;;231.05;84.15;723.05;;168.6;3926.95;286.9;24097.8;3065.8;1901.75;2064.1;1640.85;;292.2;109.7;;;1320.15;278.4;158.25;;170.55;;850.15;;490.85;436.8;336.85;39402.7;18.65;102.3;422.55;3945.5;194.4;558.7;901.65;243.25;6324.6;151.1;275.55;58.4;;11023.35;861.4;1426.85;309.25;
